Order Item ID,O.E.:,Job #:,Customer:,Qty.:,Part #,Rev,Contact:,DWG Rel.,M,Descriptions:,Price:,P.O. :,Packing Slip,Qty.:,Invoice:,Del. Req'd:,Del. Ship'd:,Delay:
995,39142,72930,Candu,2,RT-87000-71225-1000-1-GA-E,,Angelica de la Barrera,11/13/2025,7,Bellows Removal Cutting Tool Drive,"$50,363.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
996,39142,72931,Candu,1,RT-87000-71300-1000-1-GA-E,,Angelica de la Barrera,11/13/2025,8,Bellows Replacement Machine Chuck,"$16,754.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
997,39142,72932,Candu,1,RT-87000-72000-1000-1-GA-E,,Angelica de la Barrera,11/13/2025,10,Tool Mockup Components,"$18,455.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
998,39142,72933,Candu,2,RT-87000-0223-1-GA-2,,Angelica de la Barrera,11/13/2025,11,ALT. weld head Mounting Tool,$775.00 ,RT98-87000-PN-R018,,,,10-Aug-26,,
999,39142,72934,Candu,2,RT-87000-0300-1-GA-D,,Angelica de la Barrera,11/13/2025,12,Tool Alignment Tool,"$6,408.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
1000,39142,72935,Candu,2,RT-87000-0166-1-GA-C,,Angelica de la Barrera,11/13/2025,13,Extension Adaptor,"$2,057.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
1001,39142,72936,Candu,2,RT38-15200-014-00-GA00-001,,Angelica de la Barrera,11/13/2025,14,Junction Control Box  ( with Cables),"$70,664.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
1002,39142,72937,Candu,2,RT-87000-0165-1-SK-C,,Angelica de la Barrera,11/13/2025,15,Tool Ring Gauges ( Set),"$6,646.00 ",RT98-87000-PN-R018,,,,10-Aug-26,,
1003,39142,72938,Candu,2,RT-87000-71200-1004-1-DD-B,,Angelica de la Barrera,11/13/2025,16,Axial Wear Ring .633,$660.00 ,RT98-87000-PN-R018,,,,10-Aug-26,,
1004,39142,72939,Candu,2,RT-87000-71230-1011-1-DD-B,,Angelica de la Barrera,11/13/2025,17,Axial Wear Ring Cut 1,$662.00 ,RT98-87000-PN-R018,,,,10-Aug-26,,
1005,39142,72940,Candu,2,RT-87000-71230-1012-1-DD-B,,Angelica de la Barrera,11/13/2025,18,Axial Wear Ring Cut 2,$657.00 ,RT98-87000-PN-R018,,,,10-Aug-26,,
,,,,,,,,,,,,,,,,,,
1007,39144,72942,Candu,700,XX-31124-9-1-DD-C,4,Nena Nicko,11/15/2025,1,Spacer Clips,$14.98 ,79-31124-PN-R003-CMMS,,,,13-Feb-26,,
1008,39144,72942,Candu,10+10,79F-31124-0008-01-DD-C,1,Olivier,11/15/2025,2,Spacer Clips ( Stock per Olivier),,NPO,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1009,39145,72943,DJ Ind.,4,64035,2,Steve Davey,11/15/2025,1,Bolster Plate- 4140 PH,"$1,920.00 ",3783121-00,,,,16-Dec-25,,
,,,,,,,,,,,,,,,,,,
1093,39146,72944,Candu,1,RT-87540-0200-1-GA-0,2,David Weldon,11/15/2025,01A,PA Removal Tool Cart,"$18,991.00 ",RT79-87540-PN-R003-R1,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
1011,39147,72945,Woodbridge,"64,000",RTD-3040/3033,,James Kearns,11/17/2025,1,Puff.Caps & Nozzles 34 x 40 mesh,$3.84 ,PD-21099,,,,1-Mar-26,,
,,,,,,,,,,,,,,,,,,
1014,39150,72949,DJ Ind.,1,67967-DT,,Angie Rodrigues,11/19/2025,1,"SS Depositor Tube 2""","$1,535.00 ",3784428-00,,,,22-Dec-25,,
,,,,,,,,,,,,,,,,,,
1015,39151,72950,Candu,1,29-31913-2504-01-DD-D,3,Nena Nicko,11/19/2025,1,Connector Sleeve B,"$1,787.00 ",201-31915-PN-R978,,,,12-Jan-26,,
1016,39151,72951,Candu,1,29-31913-2505-01-DD-D,3,Nena Nicko,11/19/2025,2,Connector Sleeve A,"$1,967.00 ",201-31915-PN-R978,,,,12-Jan-26,,
,,,,,,,,,,,,,,,,,,
1018,39153,72954,Woodbridge,1,65019,,Bobby Borshanpour,11/21/2025,1,Univ. Siam Slid'g Unit- Det#2-4 & 7 Only,"$4,454.00 ",20032404 Rev. 1,44872,1,53190,5-Dec-25,12/10/2025,5
,,,,,,,,,,,,,,,,,,
1019,39154,72955,DJ Ind.,2,C500-003,B,Steve Davey,11/25/2025,1,Paddle Switch ( 5/16-Unc),"$2,290.00 ",3785390-00,,,,23-Dec-25,,
,,,,,,,,,,,,,,,,,,
1023,39157,72959,Candu,4,RT-87110-0174-01-DD-C,0,Ashna Irani-Kavasji,12/1/2025,1,Rolled Joint Centering Ring,$733.00 ,RT98-87000-PN-R023,,,,5-Jan-26,,
,,,,,,,,,,,,,,,,,,
1028,39161,72964,Kinectrics,1,K-565052-DET-0002,0,Micheal O Brien,12/4/2025,10,Inflatale Seal Test Assy- Side Supt,$900.00 ,280106227,,1,53142,Jan-5-26,,
,,,,,,,,,,,,,,,,,,
1029,39162,72965,HV Grid,2-Sets,CT-220-1039B-1/R1/Fig1-4/ It.26,,Greg Lee,12/4/2025,1,Copper Stem w/ Valve Spring & Locknut,"$2,750.00 ",12262-29152,,,,6-Feb-26,,
,,,,,,,,,,,,,,,,,,
1030,39163,72966,Candu,3,RT-87540-0210-01-GA-C,0,Sanchia Bartley- Ndiaye,12/4/2025,1,PA Stud Installation Tool,"$1,847.00 ",RT79-87540-PN-R004,,,,9-Feb-26,,
,,,,,,,,,,,,,,,,,,
1033,39165,72969,Woodbridge,1,361BHBAY01-L01,,James Kearns,12/8/2025,1,Lo Firmness PH Bracket (Anjo),"$5,623.00 ",PD-21134,,,,22-Jan-26,,
,,,,,,,,,,,,,,,,,,
1047,39168,72983,Liburdi,2,LAI-D3802,,Tina Cino,12/12/2025,1,Welding Cart Frame,"$14,670.00 ",LA7079175,,,,7-Feb-26,,
,,,,,,,,,,,,,,,,,,
1048,39169,72984,ATS-Corp,1,125503055-F/I,AA,Scott Wilson,12/15/2025,1,Modified Spur- F/I Mat'l,$375.00 ,83303- Rev.4,,,,26-Feb-26,,
1049,39169,72985,ATS-Corp,2,125519954- F/I,AC,Scott Wilson,12/15/2025,2,MOdified Spur Gear- F/I Mat'l,$375.00 ,83303- Rev.4,,,,26-Feb-26,,
1050,39169,72986,ATS-Corp,2,125528611,AB,Scott Wilson,12/15/2025,3,Idler Gear,"$2,792.00 ",83303- Rev.4,,,,26-Feb-26,,
1051,39169,72987,ATS-Corp,1,125535735,AB,Scott Wilson,12/15/2025,4,Pinion,"$3,273.00 ",83303- Rev.4,,,,26-Feb-26,,
1052,39169,72988,ATS-Corp,2,125535737,AB,Scott Wilson,12/15/2025,5,Gear,"$3,534.00 ",83303- Rev.4,,,,26-Feb-26,,
1053,39169,72989,ATS-Corp,1,125535906,AB,Scott Wilson,12/15/2025,6,Pinion,"$3,369.00 ",83303- Rev.4,,,,26-Feb-26,,
,,,,,,,,,,,,,,,,,,
1061,39172,72997,DJ Ind.,1,F/I Shaft & Flange,,Chris Morrision,12/16/2025,1,Shaft & Flange F/I makeNew hub & Weld,"$1,030.00 ",3797908-00,44921,1,53189,5-Jan-26,1/16/2026,11
,,,,,,,,,,,,,,,,,,
1062,39173,72998,Bombardier,1+1,G05743784-101-ZJH,,Tony Mazza,12/17/2025,1,AC Part for Bombardier LH/RH,,,44892,2,,19-Dec-25,12/19/2025,0
,39173,72999,Bombardier,1,sample,,Tony Mazza,12/17/2025,1,Spline Shaft 18 teeth,,,44892,2,,19-Dec-25,12/19/2025,0
,,,,,,,,,,,,,,,,,,
1065,39174,73001,Candu,4,RT-87120-70184-003-1-DD-B,,Angelica de la Barrera,12/23/2025,1,Seal Ring Washer Mockup,$810.00 ,RT98-87000-PN-R021,,,,24-Feb-26,,
1066,39174,73002,Candu,4,RT-87120-70184-002-1-DD-B,,Angelica de la Barrera,12/23/2025,2,Graylock Hub Mockup,$618.00 ,RT98-87000-PN-R021,,,,24-Feb-26,,
1067,39174,73003,Candu,4,RT-87120-70184-001-1-DD-B,,Angelica de la Barrera,12/23/2025,3,Flange,"$1,737.00 ",RT98-87000-PN-R021,,,,24-Feb-26,,
1068,39174,73004,Candu,8,RT-87120-70184-004-1-DD-B,,Angelica de la Barrera,12/23/2025,4,Lock Plate,$112.00 ,RT98-87000-PN-R021,,,,24-Feb-26,,
,,,,,,,,,,,,,,,,,,
1094,39177,73007,Candu,2,RT-88010-0005-01-GA-E,1,Sachin Miranda,12/24/2025,08A,Calibrated Measuring Tape-BOM#6,"$2,998.00 ",RT79-88010-PN-R003-R.2,,,,20-Feb-26,,
1095,39177,73008,Candu,16,RT-88000-70210-044-1-DD-D,,Sachin Miranda,12/24/2025,11A,E/F Protective Cap for Plug Gaug'g,$456.00 ,RT79-88010-PN-R003-R.2,,,,20-Feb-26,,
,,,,,,,,,,,,,,,,,,
1096,39178,73009,Candu,1,RT-87600-0250-1-GA-C,,Sachin Miranda,12/24/2025,10A,Lattice Sleeve Removal Tool HWT,"$43,580.00 ",RT98-87540-PN-R002-R1,,,,8-May-26,,
,,,,,,,,,,,,,,,,,,
1097,39179,73010,M.D.A,1,4039091-101,,Dave Brydon,12/29/2025,1,"Housing,Spring","$3,165.00 ",PO1023670,,,,20-Feb-26,,
,,,,,,,,,,,,,,,,,,
1098,39180,73011,M.D.A,1,4039094-101,,Dave Brydon,12/29/2025,1,"Spacer,Plate","$1,092.00 ",PO1023671,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1099,39181,73012,M.D.A,1,4038679-101,,Dave Brydon,12/29/2025,1,"Bracket,Pull","$1,179.00 ",PO1023672,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1100,39182,73013,M.D.A,1,4039101-101,,Dave Brydon,12/29/2025,1,"Bracket,Base","$7,911.00 ",PO1023673,,,,20-Feb-26,,
,,,,,,,,,,,,,,,,,,
1101,39183,73014,M.D.A,1,4039087-101,,Dave Brydon,12/29/2025,1,"Plate,Connector","$4,070.00 ",PO1023674,,,,20-Feb-26,,
,,,,,,,,,,,,,,,,,,
1102,39184,73015,M.D.A,1,4039065-101,,Dave Brydon,12/29/2025,1,Housing,"$17,546.00 ",PO1023676,,,,27-Feb-26,,
,,,,,,,,,,,,,,,,,,
1103,39185,73016,M.D.A,1,4039090-101,B,Dave Brydon,12/29/2025,1,"Sleeve,Screw","$2,096.00 ",PO1023677-R.1,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1104,39186,73017,M.D.A,1,4039092-101,,Dave Brydon,12/29/2025,1,"Plate,Lead Nut","$2,856.00 ",PO1023678,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1105,39187,73018,M.D.A,1,4039095-101,,Dave Brydon,12/29/2025,1,"Screw,Lead","$1,272.00 ",PO1023679,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1106,39188,73019,M.D.A,1,4039096-101,,Dave Brydon,12/29/2025,1,"Adapter,Lead Screw","$2,820.00 ",PO1023680,,,,20-Feb-26,,
,,,,,,,,,,,,,,,,,,
1107,39189,73020,M.D.A,1,4039097-101,,Dave Brydon,12/29/2025,1,"Plate,Mounting","$9,208.00 ",PO1023681,,,,27-Feb-26,,
,,,,,,,,,,,,,,,,,,
1108,39190,73021,M.D.A,1,4039099-101,,Dave Brydon,12/29/2025,1,"Block,Connector","$5,739.00 ",PO1023682,,,,27-Feb-26,,
,,,,,,,,,,,,,,,,,,
1109,39191,73022,M.D.A,1,4039100-101,,Dave Brydon,12/29/2025,1,"Plate,Push","$1,542.00 ",PO1023683,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
1110,39192,73023,Candu,260,79RF-3117-0002-01-DD-2,,Padmashri Paranjape,12/29/2025,1,Screw Feeder Coupling Cap Scerw,$706.10 ,RT30-12100-PN-R002,,,,11-May-26,,
1111,39192,73024,Candu,30,RT-87120-70184-001-1-DD-B,,Padmashri Paranjape,12/29/2025,2,Flange Feeder Mock-up,"$1,112.00 ",RT30-12100-PN-R002,,,,11-May-26,,
1112,39192,73025,Candu,30,RT-87120-70184-002-1-DD-B,,Padmashri Paranjape,12/29/2025,3,"Hub Feeder Mock up -2.1/2""",$473.00 ,RT30-12100-PN-R002,,,,11-May-26,,
1113,39192,73026,Candu,95,RT-87120-70184-003-01-DD-B,,Padmashri Paranjape,12/29/2025,4,Washer Feeder Mock-up Seal Ring,$456.00 ,RT30-12100-PN-R002,,,,11-May-26,,
,,,,,,,,,,,,,,,,,,
1114,39193,73027,Candu,1+1,XX-31912-959-1-GA-E,1,Ashna Irani-Kavasji,12/30/2025,1+ 4,Flask and Trolley for Garter Spring,"$49,452/$ 47,452",RT79-31912-PN-R006,,,,22-Apr-26,,
,,,,,,,,,,,,,,,,,,
1115,39194,73028,ATS-Corp,4,700478914,AA,Sanket Patil,12/30/2025,"1,3,5.7",Antirotation Tube,"$2,925.00 ",91397- Rev.1,,,,13-Feb-26,,
1116,39194,73029,ATS-Corp,4,700478912,AC,Sanket Patil,12/30/2025,"2,4,6,8",Center Tube Body,"$13,935.00 ",91397- Rev.1,,,,20-Mar-26,,
,,,,,,,,,,,,,,,,,,
1117,39196,73031,Hybrid,1,58967-MAPIR-ASSY- R/W,,Peter,1/6/2026,1,Single Piston Inj Blk-R/W- W/O# 25-7258- Huntsville,,19680,,,,30-Jan-26,,
1118,39196,73032,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,2,Raptor Block R/W-W/O# 25/7285- Kipling,,19680,,,,30-Jan-26,,
1119,39196,73033,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,3,Raptor Block R/W-W/O# 25/7287- Fremont,,19680,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
,39197,73034,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,1,Raptor Block R/W-W/O# 25/7284- Mexico,,19680,,,,30-Jan-26,,
,39197,73035,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,2,Raptor Block R/W-W/O# 25/7288- Nanno,,19680,,,,30-Jan-26,,
,39197,73036,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,3,Raptor Block R/W-W/O# 25/7286- Fremont,,19680,,,,30-Jan-26,,
1123,39197,73037,Hybrid,1,NMP5V-22 ASY- R/W,,Peter,1/6/2026,4,Raptor Block R/W-W/O# 25/7283- Huntsville,,19680,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
1124,39198,73038,Candu,3,RT-87540-0210-01-GA-C,,Sanchia Bartley- Ndiaye,1/7/2026,1,PA Stud Installation Tool,"$1,847.00 ",RT98-87540-PN-R003,,,,30-Mar-26,,
1125,39198,73039,Candu,7,RT-87540-021-01-DD-C,,Sanchia Bartley- Ndiaye,1/7/2026,2,Support Brkt for spring Inst Tool,$449.00 ,RT98-87540-PN-R003,,,,30-Mar-26,,
1126,39198,73040,Candu,7,RT-87540-0212-01-GA-C,,Sanchia Bartley- Ndiaye,1/7/2026,3,Hardware for Spring Pin Inst Tool,$50.00 ,RT98-87540-PN-R003,,,,30-Mar-26,,
,,,,,,,,,,,,,,,,,,
1127,39199,73041,Bombardier,5,GD322-0001-1-RFIX01,,Tony Mazza,1/8/2026,1,Detent Spring,,NPO#,,,,12-Jan-26,,
,,,,,,,,,,,,,,,,,,
1128,39200,73042,Bombardier,3,TS-412-04-11MK,,Ann N,1/9/2026,1,Yoke-F/I A2- H/T to RC 57-60,,,44922,3,,14-Jan-26,1/21/2026,7
,,,,,,,,,,,,,,,,,,
1129,39201,73043,Woodbridge,2,021HBDMD03-C00,,James Kearns,1/12/2026,1,Pourhead Bracket-3B Palm Down,"$2,240.00 ",PD-21175,,,,6-Feb-26,,
,,,,,,,,,,,,,,,,,,
1130,39202,73044,EHV Power,1-Set,Misc Parts,,,1/13/2026,1,Measure/Draw/ Make,,,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
1131,39203,73045,Bombardier,20,235802,,Tony Mazza,1/14/2026,1,Ultimaker PPS-CFF  500Gr,159.02 + 75+70,,,,,14-Jan-26,,
1131,39203,73045,Bombardier,5,202302,,Tony Mazza,1/14/2026,1,Ultimaker Tought PLA- Red,$72.21 ,,,,,14-Jan-26,,
,,,,,,,,,,,,,,,,,,
1132,39204,73046,M.D.A,3,4039650-101,,Madhu Ragaven Mani,1/14/2026,1,"Mount,Target","$4,902.00 ",PO1022591,,,,6-Feb-26,,
,,,,,,,,,,,,,,,,,,
1133,39205,73047,M.D.A,1,4037119-151,,Madhu Ragavan Mani,1/14/2026,1,Torque Tube Assy,"$30,904.00 ",PO1022592,,,,27-Feb-26,,
,,,,,,,,,,,,,,,,,,
1134,39206,73048,M.D.A,1,4037738-101,,Dave Brydon,1/14/2026,1,"Block,Belleville","$2,026.00 ",PO1023915,,,,10-Mar-26,,
,,,,,,,,,,,,,,,,,,
1135,39207,73049,Bombardier,13,sample,,Carlton Paiz,1/16/2026,1,Stamps to be identified,,,44926,13,,21-Jan-26,1/21/2026,
,,,,,,,,,,,,,,,,,,
1136,39209,73050,Candu,6,RT-88000-70047-000-1-GA-D,3,Laila Parveen,1/19/2026,10A,Protective Sleeve,"$1,799.00 ",RT98-88010-PN-R001-R.3,,,,3-Apr-26,,
,,,,,,,,,,,,,,,,,,
1137,39210,73051,ATS-Corp,2,700710150,AA,Harnoor Singh,1/19/2026,1,Cart Frame,"$8,435.00 ",91367- Rev.3,,,,16-Feb-26,,
1138,39210,73051,ATS-Corp,8,700710150,AA,Harnoor Singh,1/20/2026,4~5,Cart Frame,"$8,182.00 ",91367- Rev.3,,,,9-Mar-26,,
1139,39210,73052,ATS-Corp,1,700713692,AA,Harnoor Singh,1/19/2026,6,NAA Bulkhead Frame,"$3,722.00 ",91367- Rev.3,,,,16-Feb-26,,
1140,39210,73052,ATS-Corp,5,700713692,AA,Harnoor Singh,1/20/2026,7~11,NAA Bulkhead Frame,"$3,498.00 ",91367- Rev.3,,,,9-Mar-26,,
,,,,,,,,,,,,,,,,,,
1141,39211,73053,Safran (Messier),1,DSK30399T04-101,,Pablo Gracida,1/19/2026,10,"Bearing Carrier,Upper SS TLG","$1,195.00 ",4590039484,,,,18-Feb-26,,
1142,39211,73054,Safran (Messier),8,DSK30399T04-107,,Pablo Gracida,1/19/2026,20,Dowel Pin,$465.00 ,4590039484,,,,18-Feb-26,,
1143,39211,73055,Safran (Messier),1,DSK30399T04-109,,Pablo Gracida,1/19/2026,30,"Loking Key,Gland Nut",$669.00 ,4590039484,,,,18-Feb-26,,
1144,39211,73056,Safran (Messier),1,DSK30399T04-111,,Pablo Gracida,1/19/2026,40,"Gland Nut,SS  TLG","$2,599.00 ",4590039484,,,,18-Feb-26,,
,,,,,,,,,,,,,,,,,,
1145,39212,73057,ATS-Corp,1,125777129,AI,Scott Wilson,1/19/2026,1,Rolled & Machined Insert - F/I by ATS,"$3,900.00 ",83354-Rev.3,,,,9-Mar-26,,
1146,39212,73058,ATS-Corp,1,125777130,AF,Scott Wilson,1/19/2026,2,Hub,"$5,316.00 ",83354-Rev.3,,,,9-Mar-26,,
1147,39212,73059,ATS-Corp,1,125777135,AD,Scott Wilson,1/19/2026,3,Unrolled Hub,"$5,450.00 ",83354-Rev.3,,,,9-Mar-26,,
,,,,,,,,,,,,,,,,,,
1148,39213,73060,DJ Ind.,1,sample,,chris,1/22/2026,1,Hub repair,,,44929,1,,23-Jan-26,1/23/2026,0
